MARKET,TIMESTAMP,RULE_COMBO_LENGTH,RULE_TO_DISABLE,NUM_RECORDS_AUTOMATION_GAIN,TMP_BASIC_AUTO,TMP_BASIC_MANUAL,TMP_BASIC_GOOD,TMP_FINAL_AUTO,TMP_FINAL_MANUAL,TMP_FINAL_GOOD,TMP_CURRENT_DEMOGRAPHIC_SCORE_NUMERATOR,TMP_CURRENT_DEMOGRAPHIC_SCORE_DENOMINATOR,TMP_CURRENT_NETWORK_SCORE_NUMERATOR,TMP_CURRENT_NETWORK_SCORE_DENOMINATOR,TMP_DEMOGRAPHIC_NUMERATOR_AFTER_AUTOUPDATES,TMP_DEMOGRAPHIC_DENOMINATOR_AFTER_AUTOUPDATES,CURRENT_DEMOGRAPHIC_SCORE,CURRENT_NETWORK_SCORE,CURRENT_OVERALL_DIRECTORY_SCORE,DEMOGRAPHIC_SCORE_AFTER_AUTOUPDATES,OVERALL_DIRECTORY_SCORE_AFTER_AUTOUPDATES,TMP_ADDRESS_NUMERATOR_AFTER_AUTOUPDATES,TMP_ADDRESS_DENOMINATOR_AFTER_AUTOUPDATES,ADDRESS_DEMO_SCORE_AFTER_AUTOUPDATES,ADDRESS_OD_SCORE_AFTER_AUTOUPDATES,TMP_DEMOGRAPHIC_NUMERATOR_AFTER_MANUALUPDATES,TMP_DEMOGRAPHIC_DENOMINATOR_AFTER_MANUALUPDATES,DEMOGRAPHIC_SCORE_AFTER_MANUALUPDATES,OVERALL_DIRECTORY_SCORE_AFTER_MANUALUPDATES,DEMOGRAPHIC_SCORE_IMPROVEMENT_AFTER_MANUALUPDATES,OVERALL_DIRECTORY_SCORE_IMPROVEMENT_AFTER_MANUALUPDATES
CA,20240728,2,NTWK_LOSS_S|WORKER_COMP_NTWK_CHK_S,1275,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1405456.2,1547841,90.8011,98.1253,0.0267,0.0074
CA,20240728,4,ISPCP_S|NTWK_LOSS_S|ISPCP_S|RLTN_CNT_S,12,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408487.4,1551630,90.7747,98.1179,3.0E-4,0.0
CA,20240728,5,RLTN_CNT_S|PADRS_EFF_DT_S|RLTN_CNT_S|WORKER_COMP_NTWK_CHK_S|RLTN_CNT_S,2,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408511.4,1551660,90.7745,98.1179,1.0E-4,0.0
CA,20240728,5,NO_RENDERING_NPI_CLAIMS_S|RLTN_CNT_S|NO_RENDERING_NPI_CLAIMS_S|RLTN_CNT_S|OPT_VENDOR_S,3,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408509.0,1551657,90.7745,98.1179,1.0E-4,0.0
CA,20240728,5,ISPCP_S|WORKER_COMP_NTWK_CHK_S|NTWK_LOSS_S|NPI_NTWK_LOSS_S|WORKER_COMP_NTWK_CHK_S,13,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408485.0,1551627,90.7747,98.1179,3.0E-4,0.0
CA,20240728,5,WORKER_COMP_NTWK_CHK_S|SUPPRESS_HOSP_SPCLTY_S|NTWK_LOSS_S|NPI_NTWK_LOSS_S|SUPPRESS_HOSP_SPCLTY_S,4,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408506.6,1551654,90.7745,98.1179,1.0E-4,0.0
CA,20240728,5,R3NOTFOUND_S|R3NOTFOUND_S|PADRS_EFF_DT_S|ISPCP_S|R3NOTFOUND_S,2,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408511.4,1551660,90.7745,98.1179,1.0E-4,0.0
CA,20240728,5,WORKER_COMP_NTWK_CHK_S|SUPPRESS_HOSP_SPCLTY_S|RLTN_CNT_S|SUPPRESS_HOSP_SPCLTY_S|SUPPRESS_HOSP_SPCLTY_S,17,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408475.4,1551615,90.7748,98.118,4.0E-4,1.0E-4
CA,20240728,5,WORKER_COMP_NTWK_CHK_S|LN_CRCTN_S|RLTN_CNT_S|WORKER_COMP_NTWK_CHK_S|LN_CRCTN_S,4,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408506.6,1551654,90.7745,98.1179,1.0E-4,0.0
CA,20240728,4,RLTN_CNT_S|OPT_VENDOR_S|WORKER_COMP_NTWK_CHK_S|OPT_VENDOR_S,6,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408501.8,1551648,90.7746,98.1179,2.0E-4,0.0
CA,20240728,4,RLTN_CNT_S|R3NOTFOUND_S|BH_PGM_S|PADRS_EFF_DT_S,2,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408511.4,1551660,90.7745,98.1179,1.0E-4,0.0
CA,20240728,10,ISPCP_S|RLTN_CNT_S|R3NOTFOUND_S|BH_PGM_S|R3NOTFOUND_S|ISPCP_S|R3NOTFOUND_S|BH_PGM_S|RLTN_CNT_S|R3NOTFOUND_S,1,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408513.8,1551663,90.7745,98.1179,1.0E-4,0.0
CA,20240728,7,R3NOTFOUND_S|R3NOTFOUND_S|WORKER_COMP_NTWK_CHK_S|PADRS_EFF_DT_S|SUPPRESS_HOSP_SPCLTY_S|R3NOTFOUND_S|WORKER_COMP_NTWK_CHK_S,1,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408513.8,1551663,90.7745,98.1179,1.0E-4,0.0
CA,20240728,4,WORKER_COMP_NTWK_CHK_S|PADRS_EFF_DT_S||WORKER_COMP_NTWK_CHK_S,6,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408501.8,1551648,90.7746,98.1179,2.0E-4,0.0
CA,20240728,4,R3NOTFOUND_S|PADRS_EFF_DT_S|NO_RENDERING_NPI_CLAIMS_S|R3NOTFOUND_S,3,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408509.0,1551657,90.7745,98.1179,1.0E-4,0.0
CA,20240728,7,ISPCP_S|RLTN_CNT_S|R3NOTFOUND_S|WORKER_COMP_NTWK_CHK_S|ISPCP_S|R3NOTFOUND_S|WORKER_COMP_NTWK_CHK_S,7,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408499.4,1551645,90.7746,98.1179,2.0E-4,0.0
CA,20240728,6,ISPCP_S|ISPCP_S|RLTN_CNT_S|BH_PGM_S|ISPCP_S|RLTN_CNT_S,1,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408513.8,1551663,90.7745,98.1179,1.0E-4,0.0
CA,20240728,11,RLTN_CNT_S|OPT_VENDOR_S|RLTN_CNT_S|WORKER_COMP_NTWK_CHK_S|RLTN_CNT_S|WORKER_COMP_NTWK_CHK_S|RLTN_CNT_S|OPT_VENDOR_S|WORKER_COMP_NTWK_CHK_S|OPT_VENDOR_S|WORKER_COMP_NTWK_CHK_S,1,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408513.8,1551663,90.7745,98.1179,1.0E-4,0.0
CA,20240728,7,ISPCP_S|RLTN_CNT_S|WORKER_COMP_NTWK_CHK_S|ISPCP_S|RLTN_CNT_S|ISPCP_S|RLTN_CNT_S,2,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408511.4,1551660,90.7745,98.1179,1.0E-4,0.0
CA,20240728,5,PADRS_EFF_DT_S|RLTN_CNT_S|WORKER_COMP_NTWK_CHK_S|RLTN_CNT_S|WORKER_COMP_NTWK_CHK_S,1,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408513.8,1551663,90.7745,98.1179,1.0E-4,0.0
CA,20240728,3,ISPCP_S||WORKER_COMP_NTWK_CHK_S,1,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408513.8,1551663,90.7745,98.1179,1.0E-4,0.0
CA,20240728,3,NO_RENDERING_NPI_CLAIMS_S|NO_RENDERING_NPI_CLAIMS_S|RLTN_CNT_S,5,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408504.2,1551651,90.7745,98.1179,1.0E-4,0.0
CA,20240728,3,ISPCP_S||RLTN_CNT_S,2,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408511.4,1551660,90.7745,98.1179,1.0E-4,0.0
CA,20240728,6,ISPCP_S|WORKER_COMP_NTWK_CHK_S|PADRS_EFF_DT_S|ISPCP_S|ISPCP_S|RLTN_CNT_S,1,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408513.8,1551663,90.7745,98.1179,1.0E-4,0.0
CA,20240728,5,WORKER_COMP_NTWK_CHK_S|PADRS_EFF_DT_S|SUPPRESS_HOSP_SPCLTY_S||WORKER_COMP_NTWK_CHK_S,1,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408513.8,1551663,90.7745,98.1179,1.0E-4,0.0
CA,20240728,7,NTWK_LOSS_S|NPI_NTWK_LOSS_S|BH_PGM_S|NTWK_LOSS_S||WORKER_COMP_NTWK_CHK_S|BH_PGM_S,1,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408513.8,1551663,90.7745,98.1179,1.0E-4,0.0
CA,20240728,5,WORKER_COMP_NTWK_CHK_S|PADRS_EFF_DT_S|NTWK_LOSS_S|NPI_NTWK_LOSS_S|WORKER_COMP_NTWK_CHK_S,1,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408513.8,1551663,90.7745,98.1179,1.0E-4,0.0
CA,20240728,6,ISPCP_S|OPT_VENDOR_S|ISPCP_S|NTWK_LOSS_S||OPT_VENDOR_S,1,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408513.8,1551663,90.7745,98.1179,1.0E-4,0.0
CA,20240728,11,NO_RENDERING_NPI_CLAIMS_S|RLTN_CNT_S|R3NOTFOUND_S|SUPPRESS_HOSP_SPCLTY_S|RLTN_CNT_S|R3NOTFOUND_S|WORKER_COMP_NTWK_CHK_S|SUPPRESS_HOSP_SPCLTY_S|RLTN_CNT_S|R3NOTFOUND_S|SUPPRESS_HOSP_SPCLTY_S,1,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408513.8,1551663,90.7745,98.1179,1.0E-4,0.0
CA,20240728,7,NTWK_LOSS_S|NPI_NTWK_LOSS_S|RLTN_CNT_S|WORKER_COMP_NTWK_CHK_S|NTWK_LOSS_S|SPCLTY_CNT_S|NPI_NTWK_LOSS_S,1,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408513.8,1551663,90.7745,98.1179,1.0E-4,0.0
CA,20240728,7,ISPCP_S|WORKER_COMP_NTWK_CHK_S|PADRS_EFF_DT_S|ISPCP_S|PADRS_EFF_DT_S|ISPCP_S|NTWK_LOSS_S,1,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408513.8,1551663,90.7745,98.1179,1.0E-4,0.0
CA,20240728,10,RLTN_CNT_S|WORKER_COMP_NTWK_CHK_S|PADRS_EFF_DT_S|SUPPRESS_HOSP_SPCLTY_S|WORKER_COMP_NTWK_CHK_S|PADRS_EFF_DT_S|SUPPRESS_HOSP_SPCLTY_S|PADRS_EFF_DT_S|SUPPRESS_HOSP_SPCLTY_S|SUPPRESS_HOSP_SPCLTY_S,1,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408513.8,1551663,90.7745,98.1179,1.0E-4,0.0
CA,20240728,5,NTWK_LOSS_S|SPCLTY_CNT_S|RLTN_CNT_S|RLTN_CNT_S|BH_PGM_S,1,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408513.8,1551663,90.7745,98.1179,1.0E-4,0.0
CA,20240728,7,ISPCP_S|RLTN_CNT_S|WORKER_COMP_NTWK_CHK_S|NTWK_LOSS_S|NPI_NTWK_LOSS_S|NO_RENDERING_NPI_CLAIMS_S|RLTN_CNT_S,1,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408513.8,1551663,90.7745,98.1179,1.0E-4,0.0
CA,20240728,6,RLTN_CNT_S|WORKER_COMP_NTWK_CHK_S|PADRS_EFF_DT_S|ISPCP_S|ISPCP_S|RLTN_CNT_S,1,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408513.8,1551663,90.7745,98.1179,1.0E-4,0.0
CA,20240728,6,WORKER_COMP_NTWK_CHK_S|PADRS_EFF_DT_S|ISPCP_S|NTWK_LOSS_S|NPI_NTWK_LOSS_S|NTWK_LOSS_S,2,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408511.4,1551660,90.7745,98.1179,1.0E-4,0.0
CA,20240728,4,NO_RENDERING_NPI_CLAIMS_S|WORKER_COMP_NTWK_CHK_S|SUPPRESS_HOSP_SPCLTY_S|SUPPRESS_HOSP_SPCLTY_S,1,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408513.8,1551663,90.7745,98.1179,1.0E-4,0.0
CA,20240728,4,PADRS_EFF_DT_S|ISPCP_S|RLTN_CNT_S|WORKER_COMP_NTWK_CHK_S,1,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408513.8,1551663,90.7745,98.1179,1.0E-4,0.0
CA,20240728,3,ISPCP_S|NTWK_LOSS_S|SUPPRESS_HOSP_SPCLTY_S,1,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408513.8,1551663,90.7745,98.1179,1.0E-4,0.0
CA,20240728,2,BH_PGM_S|RLTN_CNT_S,28,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408449.0,1551582,90.775,98.118,6.0E-4,1.0E-4
CA,20240728,3,ISPCP_S|RLTN_CNT_S|WORKER_COMP_NTWK_CHK_S,341,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1407697.8,1550643,90.7816,98.1199,0.0072,0.002
CA,20240728,2,ISPCP_S|PADRS_EFF_DT_S,51,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408393.8,1551513,90.7755,98.1182,0.0011,3.0E-4
CA,20240728,8,NO_RENDERING_NPI_CLAIMS_S|R3NOTFOUND_S|WORKER_COMP_NTWK_CHK_S|PADRS_EFF_DT_S|SUPPRESS_HOSP_SPCLTY_S|R3NOTFOUND_S|PADRS_EFF_DT_S|SUPPRESS_HOSP_SPCLTY_S,1,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408513.8,1551663,90.7745,98.1179,1.0E-4,0.0
CA,20240728,3,WORKER_COMP_NTWK_CHK_S|PADRS_EFF_DT_S|ISPCP_S,55,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408384.2,1551501,90.7756,98.1182,0.0012,3.0E-4
CA,20240728,2,NO_RENDERING_NPI_CLAIMS_S|OPT_VENDOR_S,854,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1406466.6,1549104,90.7923,98.1229,0.0179,0.005
CA,20240728,5,ISPCP_S|WORKER_COMP_NTWK_CHK_S|ISPCP_S|NTWK_LOSS_S|WORKER_COMP_NTWK_CHK_S,8,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408497.0,1551642,90.7746,98.1179,2.0E-4,0.0
CA,20240728,2,NO_RENDERING_NPI_CLAIMS_S|SUPPRESS_HOSP_SPCLTY_S,19,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408470.6,1551609,90.7748,98.118,4.0E-4,1.0E-4
CA,20240728,3,ISPCP_S|BH_PGM_S|ISPCP_S,76,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408333.8,1551438,90.776,98.1183,0.0016,4.0E-4
CA,20240728,4,NTWK_LOSS_S|NPI_NTWK_LOSS_S|NTWK_LOSS_S|WORKER_COMP_NTWK_CHK_S,205,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408024.2,1551051,90.7787,98.1191,0.0043,0.0012
